#DatabaseID	DiseaseName
OMIM_109800	Bladder cancer
OMIM_613930	Alopecia-Mental retardation syndrome 3
OMIM_613426	Cardiomyopathy, dilated, 1S
OMIM_614050	Atrial fibrillation, familial, 12
OMIM_225740	Encephalopathy, axonal, with necrotizing myopathy, cardiomyopathy, and cataracts
OMIM_612955	Long QT syndrome 12
OMIM_618652	Neurooculocardiogenitourinary syndrome
OMIM_614961	Pontocerebellar hypoplasia, type 8
OMIM_608995	Dyslexia, susceptibility to, 8
OMIM_617935	Epilepsy, familial focal, with variable foci 4
OMIM_278850	46,xx sex reversal 2
OMIM_308050	Congenital hemidysplasia with ichthyosiform erythroderma and limb defects
OMIM_259780	Otoonychoperoneal syndrome
OMIM_245550	Lambert syndrome
OMIM_227090	Erythroderma, lethal congenital
OMIM_201050	Acrocraniofacial dysostosis
OMIM_615654	Deafness, autosomal dominant 58
OMIM_615922	Retinitis pigmentosa 70
OMIM_212800	Cephalin lipidosis
OMIM_221995	Nephrogenic diabetes insipidus - intracranial calcification
OMIM_612965	46XY sex reversal 3
OMIM_219250	Cutis marmorata telangiectatica congenita
OMIM_107320	Antiphospholipid syndrome, familial
OMIM_152800	Lymphangiectasia, intestinal
OMIM_182255	Skeletal dysplasia with delayed epiphyseal and carpal bone ossification
OMIM_106250	Ankyloblepharon filiforme adnatum and cleft palate
OMIM_601976	Otofacioosseous-Gonadal syndrome
OMIM_300534	Intellectual developmental disorder, X-linked syndromic, Claes-Jensen type
OMIM_210710	Microcephalic osteodysplastic primordial dwarfism, type I
OMIM_613731	Retinitis pigmentosa 4
OMIM_604772	Ventricular tachycardia, catecholaminergic polymorphic, 1, with or without atrial dysfunction and/or dilated cardiomyopathy
OMIM_102100	Acromegaloid changes, cutis verticis gyrata, and corneal leukoma
OMIM_618178	Nephrotic syndrome, type 19
OMIM_241510	Hypophosphatasia, childhood
OMIM_270200	Sjogren-Larsson syndrome
OMIM_616346	Epileptic encephalopathy, early infantile, 31
OMIM_619463	Portal hypertension, noncirrhotic, 2
OMIM_212790	Premature centromere division
OMIM_618800	Spinocerebellar ataxia, autosomal recessive 28
OMIM_272460	Spondylocarpotarsal synostosis syndrome
OMIM_616917	Mental retardation, autosomal recessive 53
OMIM_618763	Joubert syndrome 36
OMIM_616364	White-Sutton syndrome
OMIM_600987	Cleft palate, cardiac defects, and mental retardation
OMIM_222690	Dibasic amino aciduria I
OMIM_178995	Pruritic urticarial papules and plaques of pregnancy
OMIM_174600	Polydactyly, preaxial III
OMIM_606854	Polymicrogyria, bilateral frontoparietal
OMIM_139630	Hairy nose tip
OMIM_133780	Exudative vitreoretinopathy 1
OMIM_613080	46XY sex reversal 5
OMIM_613327	Lipodystrophy, congenital generalized, type 4
OMIM_242670	Ciliary dyskinesia with defective radial spokes
OMIM_615411	Cortical dysplasia, complex, with other brain malformations 3
OMIM_172850	Piebald trait with neurologic defects
OMIM_619602	Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies
OMIM_187500	Tetralogy of Fallot
OMIM_121070	Arthrogryposis, distal, type 2E
OMIM_104600	Amenorrhea-Galactorrhea syndrome
OMIM_300972	Immunodeficiency 47
OMIM_618905	Silver-Russell syndrome 2
OMIM_203750	Alpha-Methylacetoacetic aciduria
OMIM_165500	Optic atrophy 1
OMIM_144100	Hyperhidrosis, gustatory
OMIM_617516	Stankiewicz-Isidor syndrome
OMIM_617800	Microcephaly 19, primary, autosomal recessive
OMIM_310460	Myopia 1, X-linked
OMIM_188000	Thrombocytopenia 2
OMIM_600972	Achondrogenesis, type IB
OMIM_136480	Fourth cranial nerve palsy, familial congenital
OMIM_619908	Neurodevelopmental disorder with language delay and seizure
OMIM_248760	Marfanoid habitus with microcephaly and glomerulonephritis
OMIM_608874	Orofacial cleft 5
OMIM_277320	Visceral myopathy, familial, with external ophthalmoplegia
OMIM_600906	Ectodermal dysplasia with mental retardation and syndactyly
OMIM_613000	Palmoplantar keratoderma, nonepidermolytic, focal 1
OMIM_118750	Choreoathetosis, familial inverted
OMIM_240800	Hypoglycemia of infancy, leucine-sensitive
OMIM_610247	Esophagitis, eosinophilic, 1
OMIM_613656	Migraine, with or without aura, susceptibility to, 13
OMIM_615937	Megalencephaly-Polymicrogyria-Polydactyly-Hydrocephalus syndrome 2
OMIM_133000	Erythema palmare hereditarium
OMIM_236400	Humeroradial synostosishumeroradial/multiple synostosis syndrome
OMIM_204700	Amelogenesis imperfecta, hypomaturation type, iia1
OMIM_606996	Senior-Loken syndrome 4
OMIM_153670	Bernard-Soulier syndrome, type A2, autosomal dominant
OMIM_614347	Mental retardation, autosomal recessive 28
OMIM_617143	Myasthenic syndrome, congenital, 20, presynaptic
OMIM_186750	Talonavicular coalition
OMIM_243440	Isotretinoin embryopathy-like syndrome
OMIM_604360	Spastic paraplegia 11, autosomal recessive
OMIM_619228	Developmental delay with dysmorphic facies and dental anomalies
OMIM_166900	Ovalocytosis, hereditary hemolytic
OMIM_314380	Unique green phenomenon
OMIM_123560	Cryptomicrotia-Brachydactyly syndrome
OMIM_619369	Lymphatic malformation 10
OMIM_617127	Orofaciodigital syndrome XV
OMIM_614576	Congenital disorder of glycosylation, type IIl
OMIM_618929	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome
OMIM_616539	Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay
OMIM_612520	Diabetes mellitus, insulin-dependent, 20
OMIM_267730	Reticulum cell sarcoma
OMIM_608645	Deafness, autosomal dominant 31
OMIM_233100	Renal glucosuria
OMIM_619291	Dystonia 30
OMIM_618548	Epileptic encephalopathy, early infantile, 77
OMIM_610460	THIOPURINE S-METHYLTRANSFERASE DEFICIENCY
OMIM_614935	Ciliary dyskinesia, primary, 19
OMIM_604931	Cortisone reductase deficiency 1
OMIM_212720	Martsolf syndrome 1
OMIM_604286	Muscular dystrophy, limb-girdle, type 2E
OMIM_143880	Hypercalcemia, infantile, 1
OMIM_612237	Chondrosarcoma, extraskeletal myxoid
OMIM_123880	Cystic angiomatosis of bone, diffuse
OMIM_143870	Hypercalciuria, absorptive, susceptibility to
OMIM_300322	Lesch-Nyhan syndrome
OMIM_300957	Mental retardation, X-linked 12/35
OMIM_602099	Amyotrophic lateral sclerosis 5, juvenile
OMIM_617637	Deafness, autosomal recessive 106
OMIM_259650	Osteoma of middle ear
OMIM_615244	Nephrotic syndrome, type 8
OMIM_610755	Multiple endocrine neoplasia, type IV
OMIM_218450	Craniostenosis, sagittal, with congenital heart disease, mental deficiency, and mandibular ankylosis
OMIM_151600	Nail disorder, nonsyndromic congenital, 3
OMIM_147630	Insulinomatosis and diabetes mellitus
OMIM_618052	Cardiomyopathy, familial hypertrophic 27
OMIM_614701	Cornelia de Lange syndrome 4
OMIM_601471	Facial paresis, hereditary congenital, 1
OMIM_192310	Vasculitis, lymphocytic, nodular
OMIM_310370	Myoclonic epilepsy, progressive
OMIM_130010	Ehlers-Danlos syndrome, classic type, 2
OMIM_158170	Chromosome 9P deletion syndrome
OMIM_615768	Spinocerebellar ataxia, autosomal recessive 16
OMIM_104290	Alternating hemiplegia of childhood 1
OMIM_261680	Phosphoenolpyruvate carboxykinase deficiency, cytosolic
OMIM_183500	Split-Hand and split-foot with hypodontia
OMIM_609597	Parietal foramina 2
OMIM_168605	Perry syndrome
OMIM_619673	Spermatogenic failure 62
OMIM_265150	Pulmonary atresia with intact ventricular septum
OMIM_221350	Deafness, congenital, with vitiligo and achalasia
OMIM_606713	Van der woude syndrome 2
OMIM_612541	Neutropenia, severe congenital, 4, autosomal recessive
OMIM_126800	Duane retraction syndrome 1
OMIM_609536	C5 deficiency
DECIPHER_4	Angelman syndrome (Type 1)
OMIM_611961	Stevenson-Carey syndrome
OMIM_211380	Elsahy-Waters syndrome
OMIM_615026	Riboflavin deficiency
OMIM_236730	Urofacial syndrome
OMIM_616407	Brown syndrome
OMIM_182600	Spastic paraplegia 3, autosomal dominant
OMIM_620103	Spermatogenic failure 77
OMIM_612354	Inflammatory bowel disease 21
OMIM_619274	Deafness, autosomal dominant 80
OMIM_600785	Vitamin D-dependent rickets type 2B with normal vitamin D receptor
OMIM_618265	Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development
DECIPHER_62	1q21.1 recurrent microdeletion (susceptibility locus for neurodevelopmental disorders)
OMIM_313420	Spondylometaphyseal dysplasia, X-linked
OMIM_304020	Cone-rod dystrophy, X-linked, 1
OMIM_308230	Immunodeficiency, X-linked, with hyper-IgM
OMIM_201810	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency
OMIM_112240	Cole-Carpenter syndrome 1
OMIM_618103	Intellectual developmental disorder, autosomal recessive 64
OMIM_617666	Fraser syndrome 2
OMIM_610543	Chromosome 16p13.3 deletion syndrome
OMIM_304120	Otopalatodigital syndrome, type II
OMIM_180080	Retinal venous beading
OMIM_618198	Myasthenic syndrome, congenital, 24, presynaptic
OMIM_158100	Monophalangy of great toe
OMIM_600807	Asthma, susceptibility to
OMIM_619435	Ritscher-Schinzel syndrome 4
OMIM_617629	Schizophrenia 19
OMIM_614714	Porokeratosis 7, multiple types
OMIM_618775	Mitochondrial complex III deficiency, nuclear type 10
OMIM_616760	Woolly hair, autosomal recessive 3
OMIM_137500	Giant neutrophil leukocytes
OMIM_603776	Hypercholesterolemia, familial, 3
OMIM_617133	Spinocerebellar ataxia, autosomal recessive 24
OMIM_618230	Mitochondrial complex I deficiency, nuclear type 8
OMIM_600356	Pachydermodactyly, familial
OMIM_601382	Charcot-Marie-Tooth disease, type 4B1
OMIM_612954	Myopathy, myofibrillar, 6
OMIM_227000	Erythema of acral regions
OMIM_605027	Lymphoma, non-hodgkin, familial
OMIM_257300	Mosaic variegated aneuploidy syndrome 1
OMIM_607499	Bulimia nervosa, susceptibility to, 1
OMIM_603221	Myopia-3
OMIM_619151	AMED syndrome, digenic
OMIM_303600	Coffin-Lowry syndrome
OMIM_304800	Diabetes insipidus, nephrogenic, X-linked
OMIM_604717	Deafness, autosomal dominant 20
OMIM_129600	Ectopia lentis, familial
OMIM_301056	Multiple congenital anomalies-neurodevelopmental syndrome, X-linked
OMIM_602554	Torsion dystonia with onset in infancy
OMIM_619637	Dystonia 32
OMIM_425500	HAIRY EARS, Y-LINKED
OMIM_252010	Mitochondrial complex I deficiency, nuclear type 1
OMIM_615978	Immunodeficiency 27B
OMIM_618341	Spermatogenic failure 35
OMIM_306900	Hemophilia B
OMIM_605432	Radioulnar synostosis with amegakaryocytic thrombocytopenia
OMIM_113800	Epidermolytic hyperkeratosis
OMIM_135100	Fibrodysplasia ossificans progressiva
OMIM_231005	Gaucher disease, type IIIC
OMIM_617102	Short-Rib thoracic dysplasia 16 with or without polydactyly
OMIM_616330	Myasthenic syndrome, congenital, 18
OMIM_617439	Craniosynostosis 7
OMIM_131300	Camurati-Engelmann disease
OMIM_268800	Sandhoff disease
OMIM_258300	Olivopontocerebellar atrophy II, autosomal recessive
OMIM_261670	Phosphoglycerate mutase, muscle, deficiency of
OMIM_616471	Bethlem myopathy 2
OMIM_259680	Chronic recurrent multifocal osteomyelitis
OMIM_615155	Steel syndrome
OMIM_192900	Vertebral hypoplasia with lumbar kyphosis
OMIM_308205	IFAP syndrome with or without BRESHECK syndrome
OMIM_619376	Faundes-Banka syndrome
OMIM_602068	Leishmaniasis, tegumentary
OMIM_618145	Deafness, autosomal recessive 111
OMIM_129200	Basan syndrome
OMIM_618242	Mitochondrial complex I deficiency, nuclear type 21
OMIM_616007	Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia
OMIM_610279	Pachygyria, frontotemporal
OMIM_601780	Ceroid lipofuscinosis, neuronal, 6
OMIM_219070	Curved nail of fourth toe
OMIM_118650	Chondrodysplasia punctata, autosomal dominantchondrodysplasia punctata due to vitamin K deficiency, included
OMIM_614728	Seckel syndrome 6
OMIM_619044	Spermatogenic failure 44
OMIM_601668	Spondyloepimetaphyseal dysplasia with abnormal dentition
OMIM_235730	Mowat-Wilson syndrome
OMIM_601277	Ichthyosis, congenital, autosomal recessive 4A
OMIM_118400	Cherubism
OMIM_613681	Chromosome 2q31.1 duplication syndrome
OMIM_616214	Hyperproinsulinemia
OMIM_211910	Camptodactyly syndrome, guadalajara, type I
OMIM_244850	Keratoderma, palmoplantar, norrbotten Recessive type
OMIM_611953	Macular degeneration, age-related, 11
OMIM_614820	Alternating hemiplegia of childhood 2
OMIM_619531	Cone-rod dystrophy 22
OMIM_615481	Ciliary dyskinesia, primary, 24
OMIM_114900	Carcinoid tumors, intestinal
OMIM_300934	Congenital disorder of glycosylation, type Iy
OMIM_301045	Congenital disorder of glycosylation, type IIr
OMIM_609741	Cataract 22, multiple types
OMIM_602501	Megalencephaly-Capillary malformation-polymicrogyria syndrome
OMIM_312780	Russell-Silver syndrome, X-linked
OMIM_615127	Epilepsy, familial adult myoclonic, 4
OMIM_611307	Muscular dystrophy, limb-girdle, type 2L
OMIM_616326	Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency
OMIM_227255	Facial dysmorphism with multiple malformations
OMIM_265850	PYGMY
OMIM_217990	Corpus callosum, agenesis of
OMIM_115400	Carpal displacement
OMIM_617319	Anterior segment dysgenesis 8
OMIM_245600	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects
OMIM_608194	Cone-rod dystrophy 13
OMIM_613659	Gastric cancer, somatic
OMIM_615917	Combined oxidative phosphorylation deficiency 20
OMIM_180200	RETINOBLASTOMA
OMIM_190500	Triphalangeal thumb with double phalanges
OMIM_617606	Deafness, autosomal dominant 72
OMIM_614613	Acrodysostosis 2 with or without hormone resistance
OMIM_605676	Cardiomyopathy, dilated, with woolly hair and keratoderma
OMIM_615516	Mental retardation, autosomal recessive 38
OMIM_108650	Spastic ataxia 7, autosomal dominant
OMIM_612269	Epilepsy, childhood absence, susceptibility to, 5
OMIM_256030	Nemaline myopathy 2, autosomal recessive
OMIM_616922	Striatal degeneration, autosomal dominant 2
OMIM_610099	Myopathy, distal 3
OMIM_615482	Ciliary dyskinesia, primary, 25
OMIM_613229	TRICHOTILLOMANIA
OMIM_618189	Cardiomyopathy, dilated, 2C
OMIM_615327	Dowling-Degos disease 2
OMIM_122850	Cranioacrofacial syndrome
OMIM_618267	Epidermodysplasia verruciformis, susceptibility to, 3
OMIM_600116	Parkinson disease, juvenile, type 2
OMIM_618158	Intellectual developmental disorder with macrocephaly, seizures, and speech delay
OMIM_614164	Glutathione peroxidase deficiency
OMIM_618371	Turnpenny-Fry syndrome
OMIM_613710	Thiamine metabolism dysfunction syndrome 4 (bilateral striatal degenerationand progressive polyneuropathy type)
OMIM_226200	Enterokinase deficiency
OMIM_273250	46, XY sex reversal 11
OMIM_611771	Lipoprotein glomerulopathy
OMIM_600166	Hyperparathyroidism, primary, caused by water clear cell hyperplasia
OMIM_620104	Amelogenesis imperfecta, type IK
OMIM_601072	Deafness, autosomal recessive 8/10
OMIM_617023	Retinitis pigmentosa 75
OMIM_603463	Hypospadias, hypertelorism, upper LID coloboma, and mixed-type hearingloss
OMIM_614887	Peroxisome biogenesis disorder 13A (Zellweger)
OMIM_268010	Retinitis pigmentosa inversa with deafness
OMIM_273000	Teeth, fused
OMIM_616705	Deafness, autosomal recessive 97
OMIM_300845	Moyamoya disease 4 with short stature, hypergonadotropic hypogonadism,and facial dysmorphism
OMIM_600209	Exostoses, multiple, type III
OMIM_616287	Lethal congenital contracture syndrome 8
OMIM_612198	Diastasis recti and weakness of the linea alba
OMIM_119800	Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly
OMIM_616579	Intellectual developmental disorder, autosomal dominant 40
OMIM_608636	Chromosome 15q11-q13 duplication syndrome
OMIM_619436	Ciliary dyskinesia, primary, 46
OMIM_613267	Corneal dystrophy, fuchs endothelial, 3
OMIM_224550	Dystonia with ringbinden
OMIM_618004	Epileptic encephalopathy, early infantile, 64
OMIM_141749	Fetal hemoglobin quantitative trait locus 1
OMIM_133701	Exostoses, multiple, type II
OMIM_600919	Cardiac arrhythmia, ankyrin-B-related
OMIM_136520	Foveal hypoplasia and presenile cataract syndromefoveal hypoplasia, isolated, included
OMIM_608115	Ovarian hyperstimulation syndrome
OMIM_312080	Pelizaeus-Merzbacher disease
OMIM_613827	Retinitis pigmentosa 48
OMIM_618659	Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies
OMIM_612653	Spherocytosis, type 4
OMIM_617839	Amyotrophic lateral sclerosis 23
OMIM_250400	Metaphyseal chondrodysplasia, Spahr type
OMIM_243000	Indifference to pain, congenital, autosomal recessive
OMIM_616546	Short-Rib thoracic dysplasia 14 with polydactyly
OMIM_239850	Hypertrichotic osteochondrodysplasia
OMIM_616902	Chromosome 11P13 deletion syndrome, distal
OMIM_614508	Mirror movements 2
OMIM_311070	Charcot-Marie-Tooth disease, X-linked recessive, 5
OMIM_263700	Porphyria, congenital erythropoietic
OMIM_619060	Mitochondrial complex IV deficiency, nuclear type 16
OMIM_615577	Immunodeficiency, common variable, 10
OMIM_185000	Overhydrated hereditary stomatocytosis
OMIM_618019	Rhizomelic skeletal dysplasia with or without Pelger-Huet anomaly
OMIM_619161	Carpal tunnel syndrome 2
OMIM_300106	Spondyloepimetaphyseal dysplasia, X-linked
OMIM_273900	Thrombocytopenia 3
OMIM_619256	Hypercholanemia, familial 2
OMIM_265900	Pyle disease
OMIM_614249	Mental retardation, autosomal recessive 18
OMIM_618360	Brain small vessel disease 3
OMIM_274000	Thrombocytopenia-absent radius syndrome
OMIM_613371	Spinocerebellar ataxia 30
OMIM_618555	Night blindness, congenital stationary, type 1I
OMIM_613758	Retinitis pigmentosa 47
OMIM_613685	Deafness, autosomal recessive 83
OMIM_270220	Sjogren-Larsson-Like ichthyosis without CNS or eye involvement
OMIM_614739	3-Methylglutaconic aciduria with deafness, encephalopathy, and leigh-like syndrome
OMIM_617993	Tumoral calcinosis, hyperphosphatemic, familial, 2
OMIM_181270	Scalp-Ear-Nipple syndrome
OMIM_215300	Chondrosarcoma
OMIM_618820	Genitourinary and/or/brain malformation syndrome
OMIM_151001	Lentiginosis, inherited patterned
OMIM_616052	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7
OMIM_619418	Infantile-onset multisystem neurologic, endocrine, and pancreatic disease 2
OMIM_312700	Retinoschisis 1, X-linked, juvenile
OMIM_619323	Neurodevelopmental disorder with seizures and gingival overgrowth
OMIM_224800	Ectodermal dysplasia and neurosensory deafness
OMIM_116600	Cataract, posterior polar, 1 ctpa cataract, congenital total, included
OMIM_300046	Mental retardation, X-linked 23
OMIM_616806	Wilms tumor 6
OMIM_619921	Dystonia 35, childhood-onset
OMIM_256840	Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive
