disease	name	hpo
OMIM_615544	Periventricular nodular heterotopia 6	HP_0002521,HP_0000486,HP_0000750,HP_0001250,HP_0001263,HP_0002282,HP_0032388,HP_0000006
OMIM_130000	Ehlers-danlos syndrome, type I	HP_0000286,HP_0008947,HP_0001058,HP_0000023,HP_0004322,HP_0002783,HP_0001030,HP_0001073,HP_0001373,HP_0010500,HP_0002616,HP_0000978,HP_0002758,HP_0000977,HP_0001763,HP_0000993,HP_0000974,HP_0006316,HP_0001187,HP_0001382,HP_0002010,HP_0005222,HP_0000592,HP_0000394,HP_0005100,HP_0025014,HP_0001083,HP_0011108,HP_0010485,HP_0001537,HP_0000767,HP_0000006,HP_0001634,HP_0000545,HP_0002105
OMIM_176700	Prognathism, mandibular	HP_0001363,HP_0003829,HP_0007651,HP_0000179,HP_0000303,HP_0000006
OMIM_250620	3-Hydroxyisobutyryl-Coa hydrolase deficiency	HP_0000286,HP_0001254,HP_0000486,HP_0003355,HP_0001310,HP_0001332,HP_0001250,HP_0001274,HP_0001252,HP_0001251,HP_0003593,HP_0001270,HP_0001508,HP_0000639,HP_0000737,HP_0003468,HP_0002599,HP_0002078,HP_0002376,HP_0011968,HP_0001263,HP_0000925,HP_0001636,HP_0000007,HP_0001336
OMIM_618437	Epileptic encephalopathy, early infantile, 75	HP_0002521,HP_0000340,HP_0000582,HP_0001410,HP_0000463,HP_0001250,HP_0002120,HP_0003196,HP_0100704,HP_0000316,HP_0008872,HP_0003429,HP_0006579,HP_0001347,HP_0008936,HP_0001344,HP_0000431,HP_0006913,HP_0003487,HP_0000331,HP_0002079,HP_0000194,HP_0001263,HP_0005484,HP_0012736,HP_0000007,HP_0001638,HP_0000648,HP_0200134,HP_0000543,HP_0000520,HP_0000322,HP_0001257
OMIM_219550	Cysteine peptiduria	HP_0010918,HP_0000007,HP_0010895,HP_0001249
OMIM_609260	Charcot-marie-tooth disease, axonal, type 2A2A	HP_0001276,HP_0003378,HP_0003376,HP_0003431,HP_0000365,HP_0003693,HP_0001371,HP_0002460,HP_0003690,HP_0012531,HP_0003828,HP_0003829,HP_0009027,HP_0002936,HP_0003448,HP_0001268,HP_0001347,HP_0001765,HP_0001265,HP_0002650,HP_0001761,HP_0003487,HP_0003383,HP_0001284,HP_0003384,HP_0003380,HP_0000648,HP_0001257,HP_0000006,HP_0003677,HP_0001337
DECIPHER_1	Wolf-Hirschhorn syndrome	HP_0000252,HP_0001250,HP_0001518,HP_0001252,HP_0001249
OMIM_255700	Myotonia congenita, autosomal recessive	HP_0003730,HP_0002015,HP_0008968,HP_0003621,HP_0003552,HP_0002486,HP_0003740,HP_0010548,HP_0011463,HP_0011462,HP_0000007,HP_0001324,HP_0003712,HP_0025605,HP_0003326
OMIM_142400	Hernia, hiatus	HP_0002036,HP_0000006,HP_0000765
DECIPHER_45	Xq28 (MECP2) duplication	HP_0002540,HP_0001250,HP_0002066,HP_0000160,HP_0002020,HP_0010864,HP_0001508,HP_0000716,HP_0000717,HP_0000739,HP_0008872,HP_0000733,HP_0002019,HP_0000252,HP_0002015,HP_0000750,HP_0001344,HP_0002079,HP_0001263,HP_0000272,HP_0002191,HP_0005280,HP_0003819,HP_0001419,HP_0001319,HP_0000009,HP_0002307,HP_0002205,HP_0000400,HP_0000248,HP_0002720
OMIM_240200	Hypoadrenocorticism, familial	HP_0001000,HP_0002013,HP_0001250,HP_0002153,HP_0002902,HP_0000007,HP_0001943,HP_0008872,HP_0000835,HP_0000846,HP_0001626,HP_0000961,HP_0002104
OMIM_253200	Mucopolysaccharidosis, type VI	HP_0007957,HP_0000365,HP_0000684,HP_0003311,HP_0004322,HP_0001371,HP_0001250,HP_0003274,HP_0003593,HP_0010885,HP_0010444,HP_0000280,HP_0001171,HP_0011410,HP_0011463,HP_0002938,HP_0000238,HP_0002857,HP_0002656,HP_0000158,HP_0001007,HP_0001249,HP_0003521,HP_0002751,HP_0001385,HP_0001387,HP_0005180,HP_0002829,HP_0012185,HP_0002869,HP_0001537,HP_0000007,HP_0000768,HP_0000884,HP_0002788,HP_0002866,HP_0001653,HP_0000885,HP_0003016,HP_0000023,HP_0002240,HP_0001072,HP_0012450,HP_0008432,HP_0002318,HP_0000256,HP_0001744,HP_0000670,HP_0003025,HP_0003300,HP_0002092,HP_0011703,HP_0002090,HP_0005280,HP_0002091,HP_0010535,HP_0011941,HP_0001718,HP_0008301,HP_0000943,HP_0001638,HP_0000268,HP_0000501
OMIM_615812	Abdominal obesity-metabolic syndrome 3	HP_0001297,HP_0002155,HP_0003596,HP_0003124,HP_0005145,HP_0003141,HP_0003074,HP_0012743,HP_0011462,HP_0000822,HP_0001658,HP_0001956,HP_0005978,HP_0000006
OMIM_613793	Blood group, cromer system	HP_0002243,HP_0000007
OMIM_615135	Maple syrup urine disease, mild variant	HP_0010913,HP_0000007,HP_0010911
OMIM_619774	Immunodeficiency 96	HP_0002850,HP_0002783,HP_0030253,HP_0003593,HP_0001270,HP_0002719,HP_0011463,HP_0500270,HP_0000007,HP_0000524,HP_0000403,HP_0000964,HP_0005518,HP_0001510,HP_0000003,HP_0002720,HP_0001249,HP_0004315
OMIM_619321	Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	HP_0001397,HP_0000662,HP_0004322,HP_0000089,HP_0001596,HP_0001371,HP_0003196,HP_0000185,HP_0012743,HP_0000319,HP_0011220,HP_0000238,HP_0008278,HP_0002857,HP_0002714,HP_0008734,HP_0000556,HP_0002157,HP_0000054,HP_0000252,HP_0000293,HP_0000490,HP_0011344,HP_0000609,HP_0000007,HP_0000648,HP_0001511,HP_0000444,HP_0007513,HP_0002566,HP_0430009,HP_0001974,HP_0008724
OMIM_617694	Al Kaissi syndrome	HP_0000286,HP_0004325,HP_0001572,HP_0003577,HP_0000343,HP_0004322,HP_0001250,HP_0025300,HP_0001290,HP_0006191,HP_0000319,HP_0002937,HP_0000316,HP_0008897,HP_0000219,HP_0030084,HP_0000455,HP_0000377,HP_0001763,HP_0001249,HP_0000358,HP_0000473,HP_0000494,HP_0002136,HP_0000252,HP_0000431,HP_0000750,HP_0000331,HP_0002079,HP_0001263,HP_0040195,HP_0005280,HP_0000506,HP_0000007,HP_0002705,HP_0000307,HP_0007413,HP_0200055,HP_0001511,HP_0000664,HP_0001631,HP_0000960,HP_0000325,HP_0000369,HP_0000248
OMIM_607594	Immunodeficiency, common variable, 1	HP_0002014,HP_0002850,HP_0005435,HP_0030388,HP_0002110,HP_0002240,HP_0002090,HP_0010976,HP_0011108,HP_0001904,HP_0011463,HP_0000509,HP_0011462,HP_0002718,HP_0000007,HP_0002716,HP_0000403,HP_0002837,HP_0006532,HP_0002720,HP_0001744,HP_0004315,HP_0002721
OMIM_604273	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	HP_0001276,HP_0006989,HP_0003577,HP_0000089,HP_0003355,HP_0001371,HP_0002240,HP_0001508,HP_0003648,HP_0000278,HP_0000154,HP_0000252,HP_0002033,HP_0011925,HP_0002151,HP_0002490,HP_0011344,HP_0012385,HP_0011273,HP_0001838,HP_0003819,HP_0000426,HP_0000007,HP_0000347,HP_0003535
OMIM_617892	Amyotrophic lateral sclerosis, susceptibility to, 24	HP_0003202,HP_0002015,HP_0003596,HP_0002340,HP_0002483,HP_0003584,HP_0001260,HP_0002273,HP_0410170,HP_0002093,HP_0007354,HP_0001257,HP_0000006,HP_0001347
OMIM_617275	Tooth agenesis, selective, 9	HP_0001592,HP_0000006
OMIM_618113	Encephalitis/encephalopathy, mild, with reversible myelin vacuolization	HP_0003621,HP_0006846,HP_0001250,HP_0011463,HP_0000006
OMIM_608615	Oligodontia-colorectal cancer syndrome	HP_0005227,HP_0002223,HP_0003002,HP_0003003,HP_0002231,HP_0002209,HP_0010764,HP_0000006,HP_0000677,HP_0033769,HP_0002215
OMIM_301050	Alport syndrome, X-linked	HP_0003774,HP_0003676,HP_0000123,HP_0000100,HP_0000083,HP_0001142,HP_0030034,HP_0011501,HP_0000093,HP_0000829,HP_0008064,HP_0000407,HP_0002907,HP_0000519,HP_0000822,HP_0001417,HP_0001423,HP_0001873,HP_0200020,HP_0000545,HP_0006756,HP_0004722
OMIM_613453	Deafness, autosomal recessive 91	HP_0000007,HP_0001730
OMIM_618077	Inflammatory bowel disease 29	HP_0100279,HP_0100280,HP_0003829,HP_0000006
OMIM_618963	Immunodeficiency 69, mycobacteriosis	HP_0002014,HP_0001894,HP_0020087,HP_0003281,HP_0001508,HP_0001903,HP_0000007,HP_0001945,HP_0000988,HP_0001433,HP_0001876,HP_0001744,HP_0001974
OMIM_115470	Cat eye syndrome	HP_0002025,HP_0025023,HP_0002245,HP_0000286,HP_0004467,HP_0000384,HP_0003577,HP_0002023,HP_0001256,HP_0000365,HP_0004322,HP_0002580,HP_0000085,HP_0004383,HP_0100590,HP_0001629,HP_0011662,HP_0001507,HP_0000316,HP_0000612,HP_0001643,HP_0001642,HP_0000175,HP_0000494,HP_0000076,HP_0005160,HP_0001636,HP_0001537,HP_0000568,HP_0005912,HP_0001631,HP_0003974,HP_0000006,HP_0000567,HP_0002566,HP_0000369,HP_0000347,HP_0000402,HP_0000104,HP_0000126
OMIM_167000	Ovarian cancer	HP_0003002,HP_0100621,HP_0006774,HP_0001428,HP_0000006
OMIM_125800	Diabetes insipidus, nephrogenic, 2	HP_0000021,HP_0009806,HP_0004322,HP_0002013,HP_0001250,HP_0001508,HP_0001959,HP_0000737,HP_0001955,HP_0000007,HP_0008872,HP_0003228,HP_0000103,HP_0002019,HP_0000006,HP_0001986,HP_0001249,HP_0003623
OMIM_618165	Bone marrow failure syndrome 5	HP_0002069,HP_0004313,HP_0000252,HP_0002750,HP_0004322,HP_0001263,HP_0003593,HP_0031413,HP_0012133,HP_0012410,HP_0001903,HP_0000029,HP_0007588,HP_0008404,HP_0000135,HP_0001510,HP_0002206,HP_0002745,HP_0000006,HP_0001249,HP_0003623
OMIM_616202	Cerebellofaciodental syndrome	HP_0000384,HP_0003577,HP_0000486,HP_0004322,HP_0003593,HP_0002280,HP_0034259,HP_0045075,HP_0033725,HP_0012110,HP_0001629,HP_0000518,HP_0000718,HP_0000679,HP_0000954,HP_0002119,HP_0002857,HP_0000675,HP_0006511,HP_0001763,HP_0001601,HP_0001249,HP_0006118,HP_0000252,HP_0002213,HP_0002650,HP_0000750,HP_0002750,HP_0001321,HP_0003100,HP_0001263,HP_0000470,HP_0001182,HP_0006461,HP_0000689,HP_0000007,HP_0004209,HP_0001634,HP_0000369,HP_0000028
OMIM_217500	Corneal dystrophy, band-shaped	HP_0007709,HP_0000007
OMIM_300835	Anemia, X-linked, with or without neutropenia and/or platelet abnormalities	HP_0004445,HP_0004312,HP_0003540,HP_0003593,HP_0011875,HP_0011273,HP_0012135,HP_0001419,HP_0003828,HP_0001900,HP_0001877,HP_0001972,HP_0001873,HP_0001875,HP_0004447
OMIM_615559	Autoimmune lymphoproliferative syndrome, type III	HP_0002960,HP_0003774,HP_0000100,HP_0002783,HP_0001596,HP_0020072,HP_0003493,HP_0003493,HP_0003493,HP_0001890,HP_0002240,HP_0002240,HP_0030374,HP_0030374,HP_0410293,HP_0010702,HP_0031964,HP_0033207,HP_0100721,HP_0012178,HP_0002719,HP_0002716,HP_0002716,HP_0002716,HP_0001744,HP_0001744,HP_0001369,HP_0005404,HP_0003565,HP_0000010,HP_0005523,HP_0031956,HP_0005421,HP_0030388,HP_0025475,HP_0045042,HP_0011108,HP_0012578,HP_0011227,HP_0031041,HP_0002729,HP_0000007,HP_0000403,HP_0000403,HP_0001954,HP_0020136,HP_0008940,HP_0001973,HP_0002788,HP_0001433
OMIM_235510	Hennekam lymphangiectasia-lymphedema syndrome	HP_0000286,HP_0001055,HP_0000684,HP_0001773,HP_0001530,HP_0001250,HP_0000160,HP_0004440,HP_0000086,HP_0000085,HP_0003073,HP_0000319,HP_0011065,HP_0000316,HP_0000752,HP_0001004,HP_0000278,HP_0001007,HP_0001249,HP_0000677,HP_0002750,HP_0002035,HP_0002593,HP_0010554,HP_0005183,HP_0012385,HP_0100539,HP_0000407,HP_0000767,HP_0001537,HP_0000007,HP_0007598,HP_0000405,HP_0001698,HP_0002866,HP_0000369,HP_0000126,HP_0002202,HP_0000189,HP_0002243,HP_0003298,HP_0012368,HP_0001629,HP_0000337,HP_0006531,HP_0001302,HP_0000212,HP_0000076,HP_0000431,HP_0002650,HP_0004279,HP_0001762,HP_0000272,HP_0005280,HP_0009473,HP_0200055,HP_0001631,HP_0000028,HP_0000501,HP_0008229
OMIM_598500	Wolfram syndrome, mitochondrial form	HP_0001250,HP_0000072,HP_0000819,HP_0012332,HP_0000639,HP_0000407,HP_0000924,HP_0000618,HP_0001889,HP_0001427,HP_0000007,HP_0000648,HP_0001924,HP_0000873,HP_0001873,HP_0001249,HP_0000126,HP_0001875
OMIM_614934	Deafness, autosomal recessive 70	HP_0000365,HP_0001751,HP_0100543,HP_0011463,HP_0000007
OMIM_615343	Pulmonary hypertension, primary, 3	HP_0003621,HP_0003596,HP_0011463,HP_0003584,HP_0011462,HP_0004890,HP_0003829,HP_0002094,HP_0002092,HP_0005317,HP_0000006
OMIM_277740	White forelock with malformations	HP_0002211,HP_0002780,HP_0010185,HP_0000316,HP_0000007,HP_0002290,HP_0007457,HP_0001631
OMIM_616322	Myasthenic syndrome, congenital, 3B, fast-channel	HP_0010628,HP_0003388,HP_0011968,HP_0001252,HP_0003593,HP_0002093,HP_0000508,HP_0000602,HP_0001558,HP_0000007,HP_0001319,HP_0000218,HP_0001324,HP_0000467
OMIM_600791	Deafness, autosomal recessive 4, with enlarged vestibular aqueduct	HP_0003577,HP_0000376,HP_0011387,HP_0000407,HP_0000007,HP_0000853
OMIM_608068	Neutrophilic dermatosis, acute febrile	HP_0025452,HP_0003565,HP_0030783,HP_0011944,HP_0010783,HP_0011227,HP_0002829,HP_0040154,HP_0001903,HP_0011463,HP_0033188,HP_0001954,HP_0012490,HP_0000006,HP_0003326,HP_0001644
OMIM_236300	Hooft disease	HP_0001507,HP_0001939,HP_0000007,HP_0000510,HP_0001249,HP_0001820
OMIM_619582	Joubert syndrome 40	HP_0100259,HP_0000609,HP_0003577,HP_0001263,HP_0001252,HP_0000657,HP_0000007,HP_0002419,HP_0001270,HP_0007874,HP_0005280,HP_0001249
OMIM_619264	Neurodevelopmental disorder with dysmorphic facies and variable seizures	HP_0000750,HP_0001256,HP_0002373,HP_0001260,HP_0001263,HP_0002360,HP_0100033,HP_0031987,HP_0000639,HP_0011463,HP_0000739,HP_0000007,HP_0000337,HP_0000678,HP_0025116,HP_0001357,HP_0000664,HP_0002007,HP_0001007,HP_0000325
OMIM_249000	Meckel syndrome 1	HP_0002023,HP_0100490,HP_0001252,HP_0001408,HP_0000319,HP_0000316,HP_0000238,HP_0002419,HP_0009466,HP_0002617,HP_0000835,HP_0006872,HP_0004639,HP_0025336,HP_0001643,HP_0000113,HP_0001600,HP_0000175,HP_0000252,HP_0001341,HP_0001583,HP_0001344,HP_0000695,HP_0002198,HP_0005343,HP_0000130,HP_0001263,HP_0003241,HP_0100259,HP_0034198,HP_0002308,HP_0000800,HP_0000007,HP_0000601,HP_0000568,HP_0009931,HP_0006267,HP_0001539,HP_0000204,HP_0000369,HP_0001671,HP_0002323,HP_0000340,HP_0002089,HP_0001195,HP_0000061,HP_0001274,HP_0002085,HP_0000180,HP_0001829,HP_0001746,HP_0000337,HP_0001305,HP_0000612,HP_0000219,HP_0002119,HP_0001747,HP_0030084,HP_0000537,HP_0001623,HP_0001744,HP_0000033,HP_0008936,HP_0001562,HP_0000154,HP_0001883,HP_0001321,HP_0031936,HP_0001162,HP_0001680,HP_0000470,HP_0000508,HP_0006563,HP_0006487,HP_0001511,HP_0001830,HP_0001159,HP_0000069,HP_0000465,HP_0000028,HP_0002566,HP_0000347,HP_0000104
OMIM_614257	Chromosome 20q11-q12 deletion syndrome	HP_0000365,HP_0001156,HP_0000490,HP_0001252,HP_0001263,HP_0011800,HP_0001181,HP_0010864,HP_0012385,HP_0000708,HP_0000316,HP_0000348,HP_0008872,HP_0002007,HP_0040019,HP_0001775,HP_0001511,HP_0000322,HP_0000006
OMIM_601457	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	HP_0001287,HP_0002014,HP_0005403,HP_0000265,HP_0004430,HP_0002090,HP_0010976,HP_0005390,HP_0040334,HP_0001508,HP_0000509,HP_0000007,HP_0008866,HP_0000388,HP_0001369,HP_0003139
OMIM_616896	Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)	HP_0002179,HP_0003202,HP_0001276,HP_0008936,HP_0012736,HP_0012758,HP_0011410,HP_0001639,HP_0000407,HP_0000007,HP_0008872,HP_0000546,HP_0001612,HP_0001623,HP_0002104
OMIM_202900	Alaninuria with microcephaly, dwarfism, enamel hypoplasia, and diabetes mellitus	HP_0000819,HP_0003510,HP_0000252,HP_0006297,HP_0000007,HP_0020078,HP_0003128
OMIM_619745	Noonan syndrome 14	HP_0000286,HP_0001256,HP_0001377,HP_0004322,HP_0001252,HP_0003593,HP_0000280,HP_0045075,HP_0006191,HP_0000958,HP_0012471,HP_0000316,HP_0001888,HP_0001763,HP_0001642,HP_0000494,HP_0001263,HP_0008081,HP_0000767,HP_0000007,HP_0002705,HP_0001659,HP_0000768,HP_0007678,HP_0000325,HP_0000368,HP_0000341,HP_0003577,HP_0000343,HP_0002162,HP_0003691,HP_0005272,HP_0008070,HP_0000975,HP_0000978,HP_0030084,HP_0002212,HP_0000154,HP_0006956,HP_0001561,HP_0000470,HP_0001639,HP_0002808,HP_0000426,HP_0000307,HP_0002967,HP_0000465,HP_0000028,HP_0001634
OMIM_618596	Epilepsy, idiopathic generalized, susceptibility to, 16	HP_0000252,HP_0007270,HP_0011150,HP_0004322,HP_0001263,HP_0032794,HP_0010841,HP_0000006,HP_0002500
OMIM_619874	Cholestasis, progressive familial intrahepatic, 11	HP_0031956,HP_0002240,HP_0003593,HP_0000007,HP_0033479,HP_0000989,HP_0012202,HP_0031964
OMIM_608716	Microcephaly 5, primary, autosomal recessive	HP_0002553,HP_0000341,HP_0005469,HP_0000252,HP_0000340,HP_0003577,HP_0000750,HP_0000365,HP_0004322,HP_0001321,HP_0002079,HP_0001250,HP_0002472,HP_0001274,HP_0001270,HP_0002539,HP_0000007,HP_0002119,HP_0007018,HP_0000520,HP_0001249,HP_0009879
OMIM_610629	Diamond-Blackfan anemia 3	HP_0011904,HP_0005518,HP_0001896,HP_0030270,HP_0001972,HP_0000465,HP_0000006
OMIM_610717	Neutral lipid storage disease with myopathy	HP_0001397,HP_0003236,HP_0004322,HP_0003198,HP_0001252,HP_0002240,HP_0002380,HP_0001290,HP_0003391,HP_0000819,HP_0003828,HP_0009046,HP_0003701,HP_0002910,HP_0003546,HP_0003326,HP_0002355,HP_0002155,HP_0003388,HP_0031936,HP_0003581,HP_0001284,HP_0000407,HP_0009058,HP_0000007,HP_0001638,HP_0003677,HP_0000467
OMIM_160565	Myopathy, tubular aggregate, 1	HP_0003554,HP_0003236,HP_0003552,HP_0000662,HP_0003388,HP_0003198,HP_0001371,HP_0003394,HP_0003581,HP_0002093,HP_0009046,HP_0003738,HP_0009005,HP_0000615,HP_0007126,HP_0003701,HP_0002359,HP_0000006,HP_0002522,HP_0003677,HP_0002600,HP_0003557,HP_0000544
OMIM_608516	Major depressive disorder	HP_0000716,HP_0010982
OMIM_239000	Paget disease of bone 5, juvenile-onset	HP_0003676,HP_0000365,HP_0002684,HP_0004322,HP_0001552,HP_0003155,HP_0001252,HP_0005792,HP_0003593,HP_0004482,HP_0001270,HP_0005090,HP_0000939,HP_0001508,HP_0011001,HP_0003828,HP_0000938,HP_0002757,HP_0001324,HP_0000256,HP_0003148,HP_0001102,HP_0003260,HP_0033355,HP_0002150,HP_0002194,HP_0031013,HP_0003080,HP_0006480,HP_0000407,HP_0002808,HP_0002905,HP_0000546,HP_0000007,HP_0006487,HP_0200056,HP_0000488,HP_0002149
OMIM_614424	Joubert syndrome 14	HP_0000286,HP_0010804,HP_0000486,HP_0001252,HP_0001251,HP_0001290,HP_0002084,HP_0010864,HP_0000639,HP_0000737,HP_0000316,HP_0001305,HP_0000238,HP_0025514,HP_0000358,HP_0002553,HP_0000494,HP_0000194,HP_0000490,HP_0001263,HP_0000272,HP_0100259,HP_0000508,HP_0000107,HP_0000426,HP_0000822,HP_0000568,HP_0000007,HP_0000348,HP_0001510,HP_0000322,HP_0000369,HP_0000589
OMIM_618148	Extraoral halitosis due to MTO deficiency	HP_0003577,HP_0025708,HP_0100812,HP_0003593,HP_0000007
OMIM_158320	Muir-Torre syndrome	HP_0006758,HP_0003002,HP_0003596,HP_0003003,HP_0030410,HP_0002253,HP_0002671,HP_0006719,HP_0012118,HP_0100615,HP_0006771,HP_0009720,HP_0000006,HP_0006778
OMIM_604369	Salla disease	HP_0000750,HP_0002540,HP_0002684,HP_0001250,HP_0001260,HP_0001252,HP_0001263,HP_0001251,HP_0001290,HP_0000639,HP_0001939,HP_0001922,HP_0000007,HP_0001257,HP_0001510,HP_0002305,HP_0001249,HP_0000577
OMIM_236750	Hydrops fetalis, nonimmune	HP_0003577,HP_0001903,HP_0001790,HP_0001635,HP_0001789
OMIM_619648	Zaki syndrome	HP_0001770,HP_0004322,HP_0001250,HP_0001252,HP_0003593,HP_0002064,HP_0045075,HP_0034185,HP_0001800,HP_0100807,HP_0001643,HP_0001249,HP_0000252,HP_0002079,HP_0002198,HP_0002194,HP_0100257,HP_0000007,HP_0000960,HP_0000322,HP_0000126,HP_0001655,HP_0005338,HP_0000445,HP_0001276,HP_0003577,HP_0000384,HP_0000340,HP_0000463,HP_0010862,HP_0010746,HP_0012488,HP_0002317,HP_0000218,HP_0000378,HP_0006610,HP_0000776,HP_0000974,HP_0001347,HP_0001320,HP_0000154,HP_0000750,HP_0002650,HP_0000431,HP_0002376,HP_0004396,HP_0012434,HP_0002209,HP_0000348,HP_0009836,HP_0000347,HP_0000104
OMIM_619482	Central hypoventilation syndrome, congenital, 2, and autonomic dysfunction	HP_0000483,HP_0000486,HP_0001250,HP_0000020,HP_0001252,HP_0002020,HP_0011951,HP_0040213,HP_0012850,HP_0012450,HP_0005968,HP_0001688,HP_0003623,HP_0002355,HP_0002015,HP_0031857,HP_0002650,HP_0002791,HP_0011968,HP_0002571,HP_0001263,HP_0001284,HP_0002091,HP_0011471,HP_0002808,HP_0000007,HP_0000545,HP_0002104
OMIM_215700	Citrullinemia, classic	HP_0001254,HP_0001297,HP_0001250,HP_0001251,HP_0001394,HP_0002240,HP_0003593,HP_0002181,HP_0001508,HP_0000737,HP_0001987,HP_0001249,HP_0002038,HP_0003623,HP_0003621,HP_0005961,HP_0002013,HP_0001263,HP_0011966,HP_0000007,HP_0001951,HP_0003217,HP_0003218,HP_0001950,HP_0001259
OMIM_616185	Ovarian dysgenesis 4	HP_0004325,HP_0003621,HP_0002750,HP_0004322,HP_0008232,HP_0000007,HP_0008214,HP_0000786
OMIM_617765	Immunodeficiency, common variable, 14	HP_0002850,HP_0005357,HP_0032140,HP_0030388,HP_0005387,HP_0011108,HP_0000006,HP_0003765,HP_0002720,HP_0002028,HP_0004315
OMIM_618851	Combined oxidative phosphorylation deficiency 43	HP_0002587,HP_0003236,HP_0002188,HP_0011924,HP_0008807,HP_0002151,HP_0002020,HP_0011923,HP_0001518,HP_0000007,HP_0008872,HP_0001319,HP_0008347,HP_0001511
OMIM_600000	SPONDYLOCAMPTODACTYLY	HP_0012385,HP_0002650,HP_0100490,HP_0000007,HP_0004558,HP_0000006
OMIM_617866	Short-Rib thoracic dysplasia 18 with polydactyly	HP_0000286,HP_0002983,HP_0001156,HP_0005257,HP_0005474,HP_0003031,HP_0003175,HP_0004719,HP_0000316,HP_0000954,HP_0000238,HP_0000219,HP_0002119,HP_0000476,HP_0000113,HP_0000773,HP_0004691,HP_0002190,HP_0100259,HP_0100258,HP_0000926,HP_0008422,HP_0000921,HP_0000007,HP_0000268,HP_0002986,HP_0000347,HP_0002566
OMIM_615995	Bardet-Biedl syndrome 18	HP_0003774,HP_0001156,HP_0000518,HP_0000083,HP_0000007,HP_0000510,HP_0001513,HP_0000556,HP_0001249
OMIM_308905	Leber optic atrophy, susceptibility to	HP_0001112,HP_0000648,HP_0001417
OMIM_179200	Radial heads, posterior dislocation of	HP_0005798,HP_0001377,HP_0009760,HP_0000007,HP_0000006
OMIM_187260	Telangiectasia, hereditary benign	HP_0011463,HP_0002617,HP_0007489,HP_0000006
OMIM_240600	Glycogen storage disease 0, liver	HP_0001250,HP_0002151,HP_0000007,HP_0001998,HP_0011998,HP_0003162,HP_0001946
OMIM_300918	Palmoplantar keratoderma, mutilating, with periorificial keratotic plaques, X-linked	HP_0008392,HP_0007418,HP_0001036,HP_0025610,HP_0001419,HP_0025092,HP_0000972,HP_0000982,HP_0000498,HP_0000962
OMIM_114450	Cancer, familial, with in vitro radioresistance	HP_0002664,HP_0000006
OMIM_147350	Incisors, rotation of upper central	HP_0006330,HP_0000006
OMIM_193005	Vestibulocochlear dysfunction, progressive	HP_0000707,HP_0000360,HP_0001730,HP_0008568,HP_0000006
OMIM_616733	Coenzyme Q10 deficiency, primary, 8	HP_0003577,HP_0000365,HP_0002089,HP_0001371,HP_0001271,HP_0001252,HP_0001290,HP_0001270,HP_0012531,HP_0008897,HP_0001324,HP_0000110,HP_0001562,HP_0011968,HP_0002098,HP_0001263,HP_0011096,HP_0001518,HP_0000822,HP_0000007,HP_0001712,HP_0000505,HP_0001511,HP_0003259,HP_0005932
OMIM_204870	Corneal dystrophy, gelatinous drop-like	HP_0011463,HP_0001131,HP_0000613,HP_0000007,HP_0007663,HP_0000505,HP_0000622
OMIM_309000	Lowe syndrome	HP_0003355,HP_0004322,HP_0001250,HP_0000083,HP_0100490,HP_0001508,HP_0000718,HP_0000519,HP_0006297,HP_0000733,HP_0007663,HP_0002119,HP_0003109,HP_0004639,HP_0002857,HP_0001225,HP_0003646,HP_0002019,HP_0002756,HP_0001249,HP_0007109,HP_0003148,HP_0002650,HP_0005984,HP_0025131,HP_0003124,HP_0007948,HP_0001382,HP_0001284,HP_0001482,HP_0000093,HP_0001419,HP_0002808,HP_0009473,HP_0002827,HP_0000926,HP_0002748,HP_0000568,HP_0002749,HP_0000505,HP_0001319,HP_0001994,HP_0000028,HP_0000501,HP_0002049
OMIM_619216	Neuropathy, hereditary motor, with myopathic features	HP_0001265,HP_0003401,HP_0001762,HP_0001761,HP_0008959,HP_0001371,HP_0003691,HP_0001252,HP_0010830,HP_0009053,HP_0011463,HP_0007210,HP_0008994,HP_0007002,HP_0009027,HP_0000007,HP_0001308,HP_0002359,HP_0008997,HP_0003326,HP_0003458
OMIM_102700	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	HP_0005359,HP_0003212,HP_0001890,HP_0002240,HP_0003593,HP_0001270,HP_0001508,HP_0011123,HP_0002718,HP_0012191,HP_0001888,HP_0001967,HP_0006532,HP_0001744,HP_0003623,HP_0002850,HP_0002014,HP_0005424,HP_0001880,HP_0001442,HP_0002099,HP_0005365,HP_0004430,HP_0031233,HP_0002090,HP_0010976,HP_0000907,HP_0031164,HP_0002728,HP_0000926,HP_0001954,HP_0030273,HP_0000007,HP_0004429,HP_0000988,HP_0001973,HP_0000246,HP_0008348,HP_0002720,HP_0002841,HP_0002644,HP_0002028
